"","GS-10-0-","GS-10-0.2-","GS-10-0.5-","GS-10-0.8-","GS-10-1-","GS-20-0-","GS-20-0.2-","GS-20-0.5-","GS-20-0.8-","GS-20-1-","GS-30-0-","GS-30-0.2-","GS-30-0.5-","GS-30-0.8-","GS-30-1-","GS-40-0-","GS-40-0.2-","GS-40-0.5-","GS-40-0.8-","GS-40-1-","GS-50-0-","GS-50-0.2-","GS-50-0.5-","GS-50-0.8-","GS-50-1-","GS-100-0-","GS-100-0.2-","GS-100-0.5-","GS-100-0.8-","GS-100-1-","GS-200-0-","GS-200-0.2-","GS-200-0.5-","GS-200-0.8-","GS-200-1-","GS-300-0-","GS-300-0.2-","GS-300-0.5-","GS-300-0.8-","GS-300-1-","GS-400-0-","GS-400-0.2-","GS-400-0.5-","GS-400-0.8-","GS-400-1-","GS-500-0-","GS-500-0.2-","GS-500-0.5-","GS-500-0.8-","GS-500-1-"
"UCell1",32,23,16,9,4,54,49,34,8,0,71,57,28,12,2,80,69,37,12,2,88,72,45,16,1,97,92,48,10,0,99,83,46,6,0,100,98,64,3,2,100,100,79,16,1,100,100,87,15,0
"scPS1",33,25,19,9,7,53,51,37,10,0,71,60,34,15,4,83,75,51,18,4,91,80,63,22,1,100,100,86,42,5,100,100,99,63,2,100,100,100,64,3,100,100,100,79,1,100,100,100,88,2
"SCSE1",28,24,17,10,5,45,48,36,8,1,68,56,32,16,4,78,70,48,15,4,87,71,58,21,1,98,99,81,32,5,100,100,97,44,2,100,100,100,52,8,100,100,100,68,7,100,100,100,72,4
"AddModuleScore1",24,24,15,12,9,38,38,34,10,5,64,48,30,15,4,74,67,46,13,4,82,67,56,19,1,98,99,81,32,6,100,100,98,48,3,100,100,100,50,10,100,100,100,67,5,100,100,100,73,5
"ssGSEA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE2",33,22,24,9,5,76,64,42,9,4,99,93,60,22,3,100,100,82,24,5,100,99,93,35,2,100,100,99,58,17,100,100,100,85,12,100,100,100,98,26,100,100,100,98,26,100,100,100,100,43
"AUCell2",24,18,18,5,4,58,44,24,7,6,83,80,38,18,4,97,83,61,15,4,100,98,69,19,1,100,100,96,32,5,100,100,100,51,8,100,100,100,69,5,100,100,100,79,8,100,100,100,93,13
"UCell2",27,19,15,8,2,43,38,22,6,4,75,64,30,15,3,88,69,37,9,6,98,80,46,12,1,99,96,53,7,0,100,98,63,10,0,100,100,88,17,3,100,100,94,23,1,100,100,97,18,1
"scPS2",26,19,18,9,3,41,41,25,6,3,76,65,34,19,5,87,70,45,14,6,98,85,58,22,2,100,100,89,35,0,100,100,96,49,0,100,100,100,65,3,100,100,100,75,3,100,100,100,91,1
"SCSE2",25,17,13,9,4,37,32,19,7,6,66,52,29,18,3,79,61,37,11,7,95,77,46,13,1,100,99,79,24,7,100,100,94,32,3,100,100,100,48,3,100,100,100,54,5,100,100,100,71,7
"AddModuleScore2",15,16,14,8,7,26,25,12,6,5,51,36,22,15,6,69,54,37,11,5,85,74,44,13,2,99,98,77,24,6,100,100,92,32,4,100,100,100,47,2,100,100,100,49,3,100,100,100,66,6
"ssGSEA3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE3",22,19,13,7,2,61,53,32,6,2,94,80,55,18,6,100,96,71,27,9,100,100,83,28,3,100,100,99,51,6,100,100,100,82,11,100,100,100,95,17,100,100,100,99,19,100,100,100,100,34
"AUCell3",23,20,10,8,5,56,39,31,7,2,80,71,45,18,4,97,90,51,15,4,100,90,61,16,1,100,100,90,29,2,100,100,100,43,4,100,100,100,61,3,100,100,100,76,11,100,100,100,81,10
"UCell3",20,17,5,3,5,34,27,17,3,2,53,33,19,6,3,62,46,16,3,1,64,53,24,3,0,71,38,10,0,0,76,44,10,0,0,89,63,9,0,0,100,71,7,1,0,100,85,9,2,0
"scPS3",20,18,11,5,3,38,32,20,7,2,61,42,29,13,3,74,60,30,17,3,80,76,45,16,1,99,93,65,22,0,100,100,93,32,0,100,100,97,43,0,100,100,98,53,0,100,100,100,64,0
"SCSE3",20,18,10,5,3,37,30,19,3,2,53,36,26,13,4,63,56,26,16,4,76,69,40,16,2,99,91,61,18,0,100,100,91,27,2,100,100,97,41,5,100,100,99,52,4,100,100,100,62,4
"AddModuleScore3",22,17,10,6,2,35,28,18,3,2,50,34,23,11,1,58,49,25,16,4,70,68,42,17,2,99,91,65,19,0,100,100,90,28,1,100,100,97,42,2,100,100,99,51,5,100,100,100,62,4
"ssGSEA4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE4",34,21,18,7,2,75,63,26,13,2,93,89,59,19,3,100,98,79,17,7,100,100,88,19,8,100,100,99,60,10,100,100,100,85,10,100,100,100,96,20,100,100,100,99,39,100,100,100,98,41
"AUCell4",34,25,21,5,5,66,61,20,7,2,88,71,47,14,0,99,89,63,12,3,99,98,75,14,1,100,100,93,28,5,100,100,100,53,5,100,100,100,77,7,100,100,100,77,13,100,100,100,85,8
"UCell4",19,13,10,4,1,28,15,10,4,0,39,25,16,4,0,54,30,10,3,1,54,35,8,2,2,42,19,7,0,0,61,28,2,0,1,80,29,2,0,0,92,49,6,0,2,100,65,2,0,0
"scPS4",23,15,11,6,1,39,26,11,6,1,54,39,25,8,1,74,53,33,7,1,85,67,37,11,2,99,91,58,16,2,100,100,82,19,1,100,100,98,24,2,100,100,100,28,4,100,100,99,38,2
"SCSE4",22,14,11,6,1,32,21,11,7,1,50,35,25,9,1,71,51,38,7,2,83,68,39,12,2,100,93,68,18,2,100,100,93,29,3,100,100,100,40,2,100,100,100,44,5,100,100,100,56,3
"AddModuleScore4",18,15,11,5,2,30,23,13,7,0,45,37,24,7,1,69,51,38,7,3,80,69,41,12,2,100,94,69,19,2,100,100,94,31,2,100,100,100,44,3,100,100,100,47,7,100,100,100,60,3
"ssGSEA5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE5",14,14,10,8,2,51,36,19,9,0,79,73,47,17,4,97,94,64,8,6,100,97,80,28,4,100,100,100,50,5,100,100,100,77,8,100,100,100,87,8,100,100,100,97,18,100,100,100,100,29
"AUCell5",15,12,8,5,0,40,29,11,3,1,69,54,34,9,2,89,70,36,3,3,94,85,47,11,3,100,98,72,18,1,100,100,97,30,2,100,100,99,45,3,100,100,100,49,3,100,100,100,66,4
"UCell5",9,10,8,5,1,33,14,10,1,0,49,40,25,6,2,75,34,22,1,1,77,60,19,8,0,81,55,16,2,0,91,59,14,2,0,98,63,15,1,0,100,82,20,1,0,100,90,23,1,0
"scPS5",10,11,9,7,1,33,18,12,4,0,54,41,32,11,2,78,49,35,4,1,85,70,37,17,1,97,87,57,26,1,100,100,94,37,0,100,100,99,52,0,100,100,100,41,0,100,100,100,56,0
"SCSE5",8,10,8,6,1,30,15,12,4,0,47,37,27,10,2,71,40,26,4,3,77,65,32,13,0,97,87,51,20,1,100,100,90,31,0,100,100,98,40,1,100,100,100,38,1,100,100,100,54,3
"AddModuleScore5",7,7,6,4,3,22,13,11,1,2,44,34,23,9,2,61,38,25,3,1,69,56,27,13,1,97,87,51,19,1,100,100,91,30,0,100,100,97,39,2,100,100,100,35,1,100,100,100,52,3
"ssGSEA6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE6",35,31,20,10,3,69,51,38,16,2,94,85,68,21,4,99,97,81,28,2,100,100,87,35,8,100,100,100,60,7,100,100,100,82,15,100,100,100,96,23,100,100,100,99,37,100,100,100,100,36
"AUCell6",31,31,16,8,1,62,41,33,8,6,87,70,49,16,4,95,86,59,13,5,99,92,73,21,2,100,100,92,27,1,100,100,100,43,3,100,100,100,63,6,100,100,100,77,7,100,100,100,89,12
"UCell6",28,24,13,3,2,51,32,25,3,2,67,58,27,12,1,72,55,31,9,3,78,49,43,10,2,85,70,29,5,1,97,82,36,8,1,100,96,48,3,0,100,100,64,6,0,100,100,60,6,0
"scPS6",29,25,16,7,2,54,34,27,8,1,73,62,39,18,1,78,68,45,15,4,91,71,58,20,2,99,97,82,28,1,100,100,95,47,2,100,100,100,60,2,100,100,100,68,1,100,100,100,85,1
"SCSE6",25,22,13,3,2,52,32,22,7,2,64,56,33,15,2,70,60,41,10,2,83,64,50,14,1,98,91,70,20,3,100,100,92,32,5,100,100,99,43,5,100,100,100,52,6,100,100,100,69,6
"AddModuleScore6",24,22,8,8,0,46,32,20,7,2,58,49,29,14,2,67,57,36,9,3,77,59,49,14,2,99,91,72,20,5,100,100,92,30,3,100,100,99,43,4,100,100,100,55,5,100,100,100,70,6
"ssGSEA7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE7",25,19,22,9,6,57,54,29,10,3,85,73,49,11,4,96,88,61,24,2,100,97,79,31,5,100,100,98,50,3,100,100,100,75,10,100,100,100,90,18,100,100,100,97,18,100,100,100,100,27
"AUCell7",21,20,15,6,3,43,38,19,7,3,67,46,30,11,3,80,65,37,13,2,94,78,43,17,0,100,99,72,14,4,100,100,98,28,7,100,100,100,45,6,100,100,100,55,5,100,100,100,56,6
"UCell7",20,16,15,6,4,36,33,18,8,0,56,40,23,10,3,63,45,26,7,0,74,53,26,10,0,89,65,23,2,2,91,67,26,3,1,98,67,28,2,1,100,83,33,3,0,100,96,40,0,0
"scPS7",20,18,19,8,5,36,35,19,9,1,58,43,28,12,2,67,53,37,12,0,79,65,38,19,0,100,95,63,22,2,100,100,86,37,2,100,100,99,49,2,100,100,98,61,0,100,100,100,68,0
"SCSE7",18,14,15,8,4,33,30,19,8,1,51,37,27,10,2,60,46,32,9,1,72,56,33,17,0,99,89,56,18,2,100,99,81,25,6,100,100,99,34,4,100,100,98,50,4,100,100,100,55,5
"AddModuleScore7",17,15,13,6,2,31,24,12,6,1,40,32,25,9,2,48,42,30,9,0,65,51,35,16,0,97,87,55,17,4,100,99,78,25,7,100,100,97,35,5,100,100,96,51,2,100,100,100,51,6
"ssGSEA8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE8",27,22,11,5,9,61,51,32,14,4,94,83,58,16,10,100,95,76,25,7,100,100,82,33,5,100,100,100,42,3,100,100,100,84,11,100,100,100,98,22,100,100,100,100,28,100,100,100,100,43
"AUCell8",29,22,13,6,2,60,48,19,7,2,86,70,45,6,7,98,88,56,14,5,97,92,58,17,5,100,100,87,26,4,100,100,100,36,9,100,100,100,63,9,100,100,100,77,8,100,100,100,76,14
"UCell8",23,15,6,3,1,36,25,12,4,2,44,32,20,4,1,63,37,14,4,1,54,34,15,6,1,59,31,7,1,3,65,26,7,0,5,79,38,2,0,0,99,51,5,0,1,100,64,6,0,1
"scPS8",25,17,8,4,4,42,32,18,5,1,59,44,35,5,4,78,59,36,11,4,82,64,34,20,1,100,93,58,15,3,100,100,94,15,4,100,100,96,24,1,100,100,99,35,1,100,100,100,38,1
"SCSE8",23,17,7,4,4,40,30,18,5,1,56,42,35,6,5,76,59,35,12,5,76,61,36,21,2,100,94,60,17,4,100,100,97,21,7,100,100,98,34,4,100,100,99,52,4,100,100,100,57,8
"AddModuleScore8",21,16,6,5,4,35,26,17,4,1,50,42,32,6,8,71,55,32,12,4,71,62,36,21,2,100,94,61,18,4,100,100,98,20,7,100,100,100,34,3,100,100,99,51,6,100,100,100,57,8
"ssGSEA9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE9",32,21,13,3,5,59,58,30,9,5,87,72,43,15,6,96,94,61,16,2,100,99,79,30,6,100,100,100,54,4,100,100,100,74,21,100,100,100,90,24,100,100,100,97,22,100,100,100,100,24
"AUCell9",30,18,14,3,6,49,44,20,9,6,70,52,39,8,4,88,75,48,13,2,91,81,50,22,3,100,100,81,20,1,100,100,98,39,4,100,100,100,44,4,100,100,100,67,9,100,100,100,76,10
"UCell9",22,16,11,3,3,43,38,19,8,7,57,39,28,7,2,78,56,33,9,2,78,54,20,9,1,93,67,37,3,1,96,76,42,5,0,100,97,49,6,0,100,99,51,9,0,100,100,59,13,0
"scPS9",22,17,11,3,3,43,40,20,9,7,65,43,34,10,2,79,64,42,14,3,84,64,41,22,2,99,96,67,26,2,100,100,93,40,0,100,100,99,49,0,100,100,100,65,0,100,100,100,69,0
"SCSE9",20,14,11,3,3,40,32,18,10,6,49,36,33,8,3,71,53,41,13,3,72,58,28,22,1,99,88,62,17,1,100,100,92,39,5,100,100,99,33,4,100,100,100,55,5,100,100,100,59,9
"AddModuleScore9",21,14,10,5,5,36,28,18,11,3,45,35,32,8,3,65,51,39,13,2,67,54,29,20,2,98,89,61,16,1,100,100,90,39,2,100,100,99,35,5,100,100,100,53,7,100,100,100,59,8
